Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,280.782,3,0.4,-46.797
First Class,Consumer,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,34.44,3,0.0,17.22
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,11.36,2,0.0,5.2256
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,106.344,7,0.2,37.2204
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,322.59,3,0.0,64.518
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,29.99,1,0.0,13.1956
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Technology,Accessories,371.97,3,0.0,66.9546
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,5.892,4,0.7,-4.1244
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,68.472,3,0.2,23.1093
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,1242.9,5,0.1,262.39
Standard Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Furnishings,17.46,2,0.0,5.9364
Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,37.66,7,0.0,18.4534
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,149.95,5,0.0,14.995
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,51.312,3,0.2,18.6006
Second Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Paper,46.96,8,0.0,22.5408
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,8.904,2,0.7,-6.5296
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,323.136,4,0.2,12.1176
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,90.93,7,0.0,2.7279
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,52.776,3,0.2,19.791
Standard Class,Home Office,United States,Norwich,Connecticut,6360,East,Furniture,Furnishings,22.2,6,0.0,9.102
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,85.14,3,0.0,34.9074
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,21.99,1,0.0,10.5552
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,406.6,5,0.0,113.848
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,841.568,2,0.2,294.5488
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,15.552,3,0.2,5.4432
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,252.0,5,0.2,53.55
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,14.592,3,0.2,2.5536
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Art,89.856,3,0.2,21.3408
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Paper,13.872,3,0.2,5.0286
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,12.192,3,0.2,4.1148
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.056,8,0.2,15.2064
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,29.718,6,0.7,-21.7932
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,447.696,2,0.2,33.5772
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,516.488,7,0.2,-12.9122
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,1007.232,6,0.2,75.5424
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,2065.32,12,0.4,-619.596
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,25.344,6,0.2,7.92
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,25.472,4,0.2,7.6416
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,9.82,2,0.0,4.8118
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,35.97,3,0.0,9.7119
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,191.6,4,0.0,91.968
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,8.64,3,0.0,4.2336
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,501.81,3,0.0,0.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,127.104,6,0.2,28.5984
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,124.2,3,0.4,-31.05
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.588,2,0.7,-13.6312
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,30.072,3,0.2,10.1493
Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,160.93,7,0.0,3.2186
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,75.792,3,0.2,25.5798
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,599.292,6,0.1,93.2232
Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,520.05,5,0.0,72.807
Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,17.97,3,0.0,5.2113
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.624,2,0.2,5.484
Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0.0,762.1845
Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,1090.782,7,0.4,-290.8752
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,13.96,2,0.0,6.7008
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,155.82,3,0.0,63.8862
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,124.95,5,0.0,2.499
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,601.65,5,0.0,156.429
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,22.74,3,0.0,8.8686
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,1267.53,3,0.0,316.8825
Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,1379.92,8,0.0,648.5624
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,6.208,2,0.2,2.1728
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,15.552,3,0.2,5.4432
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,63.312,3,0.2,20.5764
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,15.588,2,0.4,-9.8724
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,177.2,5,0.0,83.284
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,197.97,3,0.0,57.4113
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,854.94,3,0.0,213.735
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,124.11,9,0.0,52.1262
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,14.4,5,0.0,7.056
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,15.696,3,0.2,5.1012
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,2.628,2,0.7,-1.9272
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,14.427,3,0.7,-10.5798
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,31.86,2,0.0,11.151
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,722.352,3,0.2,90.294
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,168.464,2,0.2,-29.4812
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,6.72,2,0.2,2.436
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,282.888,9,0.2,56.5776
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,11.16,2,0.0,4.3524
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,108.4,2,0.0,22.764
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,82.344,3,0.2,27.7911
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,9.088,4,0.2,3.2944
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,4.416,3,0.2,1.6008
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,45.216,3,0.2,4.5216
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,10.416,7,0.2,-2.2134
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,7.872,3,0.2,1.2792
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,118.782,3,0.4,-27.7158
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,1.448,1,0.2,0.2353
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,55.47,5,0.7,-46.225
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,25.176,4,0.7,-18.4624
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,8.64,2,0.2,3.024
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,836.592,8,0.4,-264.9208
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,26.38,1,0.0,12.1348
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,362.92,2,0.0,105.2468
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,4899.93,7,0.0,2400.9657
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,28.9,5,0.0,14.161
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Appliances,355.96,2,0.0,103.2284
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,124.608,4,0.2,-23.364
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,7.56,3,0.2,2.646
Standard Class,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,Furniture,Furnishings,8.352,6,0.2,1.2528
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,9.99,1,0.0,4.5954
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,125.76,3,0.2,40.872
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,25.32,5,0.2,9.1785
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,109.48,2,0.0,33.9388
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0.0,0.0
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,31.92,4,0.0,8.2992
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,50.112,6,0.2,16.2864
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Supplies,27.93,3,0.0,8.0997
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Furniture,Chairs,172.5,2,0.0,51.75
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,179.97,3,0.0,44.9925
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Phones,1322.93,7,0.0,357.1911
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,3.76,2,0.0,1.0904
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,3,0.2,3.2004
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,41.86,7,0.0,10.465
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,8.544,2,0.2,2.8836
Second Class,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,579.136,4,0.2,21.7176
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.372,2,0.3,-48.4704
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.036,2,0.7,-2.3276
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.503,1,0.7,-3.6024
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.672,1,0.2,1.5768
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,95.88,3,0.2,28.764
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,17.024,2,0.2,1.7024
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,258.696,3,0.2,64.674
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.958,7,0.4,-386.3916
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,0.0,20.4822
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,78.15,1,0.0,34.386
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1.728,1,0.2,0.6048
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,0.0,19.8744
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,182.94,3,0.0,3.6588
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,193.86,2,0.0,11.6316
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Art,2.78,2,0.0,0.7228
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Envelopes,79.96,2,0.0,35.982
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Technology,Copiers,839.988,2,0.4,69.999
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,22.0,4,0.0,5.5
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,398.352,3,0.2,124.485
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,8.72,4,0.0,3.5752
